Date,Region,Type,Value
2020-05-07,Barisal,Confirmed Cases,0.0
2020-05-08,Barisal,Confirmed Cases,12.0
2020-05-09,Barisal,Confirmed Cases,4.0
2020-05-10,Barisal,Confirmed Cases,7.0
2020-05-11,Barisal,Confirmed Cases,3.0
2020-05-12,Barisal,Confirmed Cases,6.0
2020-05-13,Barisal,Confirmed Cases,0.0
2020-05-14,Barisal,Confirmed Cases,0.0
2020-05-15,Barisal,Confirmed Cases,0.0
2020-05-16,Barisal,Confirmed Cases,14.0
2020-05-17,Barisal,Confirmed Cases,15.0
2020-05-18,Barisal,Confirmed Cases,10.0
2020-05-19,Barisal,Confirmed Cases,30.0
2020-05-20,Barisal,Confirmed Cases,3.0
2020-05-21,Barisal,Confirmed Cases,24.0
2020-05-22,Barisal,Confirmed Cases,14.0
2020-05-23,Barisal,Confirmed Cases,10.0
2020-05-24,Barisal,Confirmed Cases,34.0
2020-05-25,Barisal,Confirmed Cases,21.0
2020-05-26,Barisal,Confirmed Cases,17.0
2020-05-27,Barisal,Confirmed Cases,20.0
2020-05-28,Barisal,Confirmed Cases,11.0
2020-05-29,Barisal,Confirmed Cases,54.0
2020-05-30,Barisal,Confirmed Cases,54.0
2020-05-31,Barisal,Confirmed Cases,68.0
2020-06-01,Barisal,Confirmed Cases,63.0
2020-06-02,Barisal,Confirmed Cases,57.0
2020-06-03,Barisal,Confirmed Cases,66.0
2020-06-04,Barisal,Confirmed Cases,94.0
2020-06-05,Barisal,Confirmed Cases,59.0
2020-06-06,Barisal,Confirmed Cases,82.0
2020-06-07,Barisal,Confirmed Cases,1.0
2020-06-08,Barisal,Confirmed Cases,96.0
2020-06-09,Barisal,Confirmed Cases,47.0
2020-06-10,Barisal,Confirmed Cases,82.0
2020-06-11,Barisal,Confirmed Cases,74.0
2020-06-12,Barisal,Confirmed Cases,123.0
2020-06-13,Barisal,Confirmed Cases,91.0
2020-06-14,Barisal,Confirmed Cases,93.0
2020-06-15,Barisal,Confirmed Cases,142.0
2020-06-16,Barisal,Confirmed Cases,92.0
2020-06-17,Barisal,Confirmed Cases,98.0
2020-06-18,Barisal,Confirmed Cases,81.0
2020-06-19,Barisal,Confirmed Cases,72.0
2020-06-20,Barisal,Confirmed Cases,93.0
2020-06-21,Barisal,Confirmed Cases,85.0
2020-06-22,Barisal,Confirmed Cases,102.0
2020-06-23,Barisal,Confirmed Cases,64.0
2020-06-24,Barisal,Confirmed Cases,99.0
2020-06-25,Barisal,Confirmed Cases,78.0
2020-06-26,Barisal,Confirmed Cases,127.0
2020-06-27,Barisal,Confirmed Cases,108.0
2020-06-28,Barisal,Confirmed Cases,119.0
2020-06-29,Barisal,Confirmed Cases,126.0
2020-06-30,Barisal,Confirmed Cases,103.0
2020-07-01,Barisal,Confirmed Cases,72.0
2020-07-02,Barisal,Confirmed Cases,88.0
2020-07-03,Barisal,Confirmed Cases,114.0
2020-07-04,Barisal,Confirmed Cases,119.0
2020-07-05,Barisal,Confirmed Cases,115.0
2020-07-06,Barisal,Confirmed Cases,131.0
2020-07-07,Barisal,Confirmed Cases,88.0
2020-07-08,Barisal,Confirmed Cases,116.0
2020-07-09,Barisal,Confirmed Cases,97.0
2020-07-10,Barisal,Confirmed Cases,101.0
2020-07-11,Barisal,Confirmed Cases,116.0
2020-07-12,Barisal,Confirmed Cases,85.0
2020-07-13,Barisal,Confirmed Cases,73.0
2020-07-14,Barisal,Confirmed Cases,125.0
2020-07-15,Barisal,Confirmed Cases,83.0
2020-07-16,Barisal,Confirmed Cases,139.0
2020-07-17,Barisal,Confirmed Cases,97.0
2020-07-18,Barisal,Confirmed Cases,148.0
2020-07-19,Barisal,Confirmed Cases,91.0
2020-07-20,Barisal,Confirmed Cases,108.0
2020-07-21,Barisal,Confirmed Cases,91.0
2020-07-22,Barisal,Confirmed Cases,129.0
2020-07-23,Barisal,Confirmed Cases,84.0
2020-07-24,Barisal,Confirmed Cases,92.0
2020-07-25,Barisal,Confirmed Cases,51.0
2020-07-26,Barisal,Confirmed Cases,78.0
2020-07-27,Barisal,Confirmed Cases,112.0
2020-07-28,Barisal,Confirmed Cases,80.0
2020-07-29,Barisal,Confirmed Cases,110.0
2020-07-30,Barisal,Confirmed Cases,81.0
2020-07-31,Barisal,Confirmed Cases,81.0
2020-08-01,Barisal,Confirmed Cases,23.0
2020-08-02,Barisal,Confirmed Cases,11.0
2020-08-03,Barisal,Confirmed Cases,52.0
2020-08-04,Barisal,Confirmed Cases,85.0
2020-08-05,Barisal,Confirmed Cases,45.0
2020-08-06,Barisal,Confirmed Cases,90.0
2020-08-07,Barisal,Confirmed Cases,79.0
2020-08-08,Barisal,Confirmed Cases,43.0
2020-08-09,Barisal,Confirmed Cases,100.0
2020-08-10,Barisal,Confirmed Cases,92.0
2020-08-11,Barisal,Confirmed Cases,76.0
2020-08-12,Barisal,Confirmed Cases,78.0
2020-08-13,Barisal,Confirmed Cases,74.0
2020-08-14,Barisal,Confirmed Cases,85.0
2020-08-15,Barisal,Confirmed Cases,45.0
2020-08-16,Barisal,Confirmed Cases,51.0
2020-08-17,Barisal,Confirmed Cases,74.0
2020-08-18,Barisal,Confirmed Cases,68.0
2020-08-19,Barisal,Confirmed Cases,89.0
2020-08-20,Barisal,Confirmed Cases,58.0
2020-08-21,Barisal,Confirmed Cases,73.0
2020-08-22,Barisal,Confirmed Cases,33.0
2020-08-23,Barisal,Confirmed Cases,39.0
2020-08-24,Barisal,Confirmed Cases,93.0
2020-08-25,Barisal,Confirmed Cases,59.0
2020-08-26,Barisal,Confirmed Cases,84.0
2020-08-27,Barisal,Confirmed Cases,62.0
2020-08-28,Barisal,Confirmed Cases,71.0
2020-08-29,Barisal,Confirmed Cases,17.0
2020-08-30,Barisal,Confirmed Cases,74.0
2020-08-31,Barisal,Confirmed Cases,43.0
2020-09-01,Barisal,Confirmed Cases,65.0
2020-09-02,Barisal,Confirmed Cases,45.0
2020-09-03,Barisal,Confirmed Cases,52.0
2020-09-04,Barisal,Confirmed Cases,46.0
2020-09-05,Barisal,Confirmed Cases,31.0
2020-09-06,Barisal,Confirmed Cases,56.0
2020-09-07,Barisal,Confirmed Cases,27.0
2020-09-08,Barisal,Confirmed Cases,35.0
2020-09-09,Barisal,Confirmed Cases,30.0
2020-09-10,Barisal,Confirmed Cases,32.0
2020-09-11,Barisal,Confirmed Cases,37.0
2020-09-12,Barisal,Confirmed Cases,18.0
2020-09-13,Barisal,Confirmed Cases,18.0
2020-09-14,Barisal,Confirmed Cases,42.0
2020-09-15,Barisal,Confirmed Cases,32.0
2020-09-16,Barisal,Confirmed Cases,26.0
2020-09-17,Barisal,Confirmed Cases,31.0
2020-09-18,Barisal,Confirmed Cases,23.0
2020-09-19,Barisal,Confirmed Cases,21.0
2020-09-20,Barisal,Confirmed Cases,29.0
2020-09-21,Barisal,Confirmed Cases,33.0
2020-09-22,Barisal,Confirmed Cases,22.0
2020-09-23,Barisal,Confirmed Cases,32.0
2020-09-24,Barisal,Confirmed Cases,19.0
2020-09-25,Barisal,Confirmed Cases,25.0
2020-09-26,Barisal,Confirmed Cases,7.0
2020-09-27,Barisal,Confirmed Cases,26.0
2020-09-28,Barisal,Confirmed Cases,34.0
2020-09-29,Barisal,Confirmed Cases,30.0
2020-09-30,Barisal,Confirmed Cases,19.0
2020-10-01,Barisal,Confirmed Cases,24.0
2020-10-02,Barisal,Confirmed Cases,23.0
2020-10-03,Barisal,Confirmed Cases,11.0
2020-10-04,Barisal,Confirmed Cases,34.0
2020-10-05,Barisal,Confirmed Cases,29.0
2020-10-06,Barisal,Confirmed Cases,16.0
2020-10-07,Barisal,Confirmed Cases,26.0
2020-10-08,Barisal,Confirmed Cases,34.0
2020-10-09,Barisal,Confirmed Cases,23.0
2020-10-10,Barisal,Confirmed Cases,9.0
2020-10-11,Barisal,Confirmed Cases,26.0
2020-10-12,Barisal,Confirmed Cases,33.0
2020-10-13,Barisal,Confirmed Cases,23.0
2020-10-14,Barisal,Confirmed Cases,25.0
2020-10-15,Barisal,Confirmed Cases,25.0
2020-10-16,Barisal,Confirmed Cases,27.0
2020-10-17,Barisal,Confirmed Cases,11.0
2020-10-18,Barisal,Confirmed Cases,38.0
2020-10-19,Barisal,Confirmed Cases,12.0
2020-10-20,Barisal,Confirmed Cases,31.0
2020-10-21,Barisal,Confirmed Cases,46.0
2020-10-22,Barisal,Confirmed Cases,24.0
2020-10-23,Barisal,Confirmed Cases,12.0
2020-10-24,Barisal,Confirmed Cases,8.0
2020-10-25,Barisal,Confirmed Cases,39.0
2020-10-26,Barisal,Confirmed Cases,22.0
2020-10-27,Barisal,Confirmed Cases,15.0
2020-10-28,Barisal,Confirmed Cases,49.0
2020-10-29,Barisal,Confirmed Cases,30.0
2020-10-30,Barisal,Confirmed Cases,34.0
2020-10-31,Barisal,Confirmed Cases,18.0
2020-11-01,Barisal,Confirmed Cases,45.0
2020-11-02,Barisal,Confirmed Cases,35.0
2020-11-03,Barisal,Confirmed Cases,37.0
2020-11-04,Barisal,Confirmed Cases,65.0
2020-11-05,Barisal,Confirmed Cases,31.0
2020-11-06,Barisal,Confirmed Cases,52.0
2020-11-07,Barisal,Confirmed Cases,19.0
2020-11-08,Barisal,Confirmed Cases,56.0
2020-11-09,Barisal,Confirmed Cases,37.0
2020-11-10,Barisal,Confirmed Cases,46.0
2020-11-11,Barisal,Confirmed Cases,44.0
2020-11-12,Barisal,Confirmed Cases,45.0
2020-11-13,Barisal,Confirmed Cases,52.0
2020-11-14,Barisal,Confirmed Cases,14.0
2020-11-15,Barisal,Confirmed Cases,51.0
2020-11-16,Barisal,Confirmed Cases,40.0
2020-11-17,Barisal,Confirmed Cases,38.0
2020-11-18,Barisal,Confirmed Cases,29.0
2020-11-19,Barisal,Confirmed Cases,39.0
2020-11-20,Barisal,Confirmed Cases,37.0
2020-11-21,Barisal,Confirmed Cases,16.0
2020-11-22,Barisal,Confirmed Cases,50.0
2020-11-23,Barisal,Confirmed Cases,41.0
2020-11-24,Barisal,Confirmed Cases,35.0
2020-11-25,Barisal,Confirmed Cases,44.0
2020-11-26,Barisal,Confirmed Cases,53.0
2020-11-27,Barisal,Confirmed Cases,39.0
2020-11-28,Barisal,Confirmed Cases,26.0
2020-11-29,Barisal,Confirmed Cases,41.0
2020-11-30,Barisal,Confirmed Cases,50.0
2020-12-01,Barisal,Confirmed Cases,44.0
2020-12-02,Barisal,Confirmed Cases,42.0
2020-12-03,Barisal,Confirmed Cases,34.0
2020-12-04,Barisal,Confirmed Cases,24.0
2020-12-05,Barisal,Confirmed Cases,7.0
2020-12-06,Barisal,Confirmed Cases,15.0
2020-12-07,Barisal,Confirmed Cases,23.0
2020-12-08,Barisal,Confirmed Cases,42.0
2020-12-09,Barisal,Confirmed Cases,22.0
2020-12-10,Barisal,Confirmed Cases,29.0
2020-12-11,Barisal,Confirmed Cases,28.0
2020-12-12,Barisal,Confirmed Cases,22.0
2020-12-13,Barisal,Confirmed Cases,22.0
2020-12-14,Barisal,Confirmed Cases,34.0
2020-12-15,Barisal,Confirmed Cases,21.0
2020-12-16,Barisal,Confirmed Cases,20.0
2020-12-17,Barisal,Confirmed Cases,17.0
2020-12-18,Barisal,Confirmed Cases,29.0
2020-12-19,Barisal,Confirmed Cases,17.0
2020-12-20,Barisal,Confirmed Cases,23.0
2020-12-21,Barisal,Confirmed Cases,14.0
2020-12-22,Barisal,Confirmed Cases,23.0
2020-12-23,Barisal,Confirmed Cases,19.0
2020-12-24,Barisal,Confirmed Cases,8.0
2020-12-25,Barisal,Confirmed Cases,15.0
2020-12-26,Barisal,Confirmed Cases,16.0
2020-12-27,Barisal,Confirmed Cases,16.0
2020-12-28,Barisal,Confirmed Cases,25.0
2020-12-29,Barisal,Confirmed Cases,20.0
2020-12-30,Barisal,Confirmed Cases,14.0
2020-12-31,Barisal,Confirmed Cases,34.0
2021-01-01,Barisal,Confirmed Cases,5.0
2021-01-02,Barisal,Confirmed Cases,14.0
2021-01-03,Barisal,Confirmed Cases,7.0
2021-01-04,Barisal,Confirmed Cases,4.0
2021-01-05,Barisal,Confirmed Cases,13.0
2021-01-06,Barisal,Confirmed Cases,11.0
2021-01-07,Barisal,Confirmed Cases,20.0
2021-01-08,Barisal,Confirmed Cases,16.0
2021-01-09,Barisal,Confirmed Cases,9.0
2021-01-10,Barisal,Confirmed Cases,10.0
2021-01-11,Barisal,Confirmed Cases,7.0
2021-01-12,Barisal,Confirmed Cases,10.0
2021-01-13,Barisal,Confirmed Cases,12.0
2021-01-14,Barisal,Confirmed Cases,16.0
2021-01-15,Barisal,Confirmed Cases,10.0
2021-01-16,Barisal,Confirmed Cases,10.0
2021-01-17,Barisal,Confirmed Cases,16.0
2021-01-18,Barisal,Confirmed Cases,17.0
2021-01-19,Barisal,Confirmed Cases,9.0
2021-01-20,Barisal,Confirmed Cases,13.0
2021-01-21,Barisal,Confirmed Cases,4.0
2021-01-22,Barisal,Confirmed Cases,3.0
2021-01-23,Barisal,Confirmed Cases,11.0
2021-01-24,Barisal,Confirmed Cases,23.0
2021-01-25,Barisal,Confirmed Cases,6.0
2021-01-26,Barisal,Confirmed Cases,7.0
2021-01-27,Barisal,Confirmed Cases,7.0
2021-01-28,Barisal,Confirmed Cases,11.0
2021-01-29,Barisal,Confirmed Cases,9.0
2021-01-30,Barisal,Confirmed Cases,7.0
2021-01-31,Barisal,Confirmed Cases,8.0
2021-02-01,Barisal,Confirmed Cases,6.0
2021-02-02,Barisal,Confirmed Cases,9.0
2021-02-03,Barisal,Confirmed Cases,4.0
2021-02-04,Barisal,Confirmed Cases,9.0
2021-02-05,Barisal,Confirmed Cases,7.0
2021-02-06,Barisal,Confirmed Cases,7.0
2021-02-07,Barisal,Confirmed Cases,11.0
2021-02-08,Barisal,Confirmed Cases,9.0
2021-02-09,Barisal,Confirmed Cases,2.0
2021-02-10,Barisal,Confirmed Cases,5.0
2021-02-11,Barisal,Confirmed Cases,10.0
2021-02-12,Barisal,Confirmed Cases,9.0
2021-02-13,Barisal,Confirmed Cases,5.0
2021-02-14,Barisal,Confirmed Cases,5.0
2021-02-15,Barisal,Confirmed Cases,4.0
2021-02-16,Barisal,Confirmed Cases,4.0
2021-02-17,Barisal,Confirmed Cases,4.0
2021-02-18,Barisal,Confirmed Cases,3.0
2021-02-19,Barisal,Confirmed Cases,7.0
2021-02-20,Barisal,Confirmed Cases,4.0
2021-02-21,Barisal,Confirmed Cases,4.0
2021-02-22,Barisal,Confirmed Cases,6.0
2021-02-23,Barisal,Confirmed Cases,8.0
2021-02-24,Barisal,Confirmed Cases,2.0
2021-02-25,Barisal,Confirmed Cases,5.0
2021-02-26,Barisal,Confirmed Cases,3.0
2021-02-27,Barisal,Confirmed Cases,7.0
2021-02-28,Barisal,Confirmed Cases,5.0
2021-03-01,Barisal,Confirmed Cases,7.0
2021-03-02,Barisal,Confirmed Cases,4.0
2021-03-03,Barisal,Confirmed Cases,10.0
2021-03-04,Barisal,Confirmed Cases,8.0
2021-03-05,Barisal,Confirmed Cases,5.0
2021-03-06,Barisal,Confirmed Cases,7.0
2021-03-07,Barisal,Confirmed Cases,7.0
2021-03-08,Barisal,Confirmed Cases,10.0
2021-03-09,Barisal,Confirmed Cases,12.0
2021-03-10,Barisal,Confirmed Cases,10.0
2021-03-11,Barisal,Confirmed Cases,13.0
2021-03-12,Barisal,Confirmed Cases,9.0
2021-03-13,Barisal,Confirmed Cases,10.0
2021-03-14,Barisal,Confirmed Cases,19.0
2021-03-15,Barisal,Confirmed Cases,23.0
2021-03-16,Barisal,Confirmed Cases,24.0
2021-03-17,Barisal,Confirmed Cases,27.0
2021-03-18,Barisal,Confirmed Cases,33.0
2021-03-19,Barisal,Confirmed Cases,19.0
2021-03-20,Barisal,Confirmed Cases,17.0
2021-03-21,Barisal,Confirmed Cases,47.0
2021-03-22,Barisal,Confirmed Cases,55.0
2021-03-23,Barisal,Confirmed Cases,58.0
2021-03-24,Barisal,Confirmed Cases,55.0
2021-03-25,Barisal,Confirmed Cases,49.0
2021-03-26,Barisal,Confirmed Cases,30.0
2021-03-27,Barisal,Confirmed Cases,53.0
2021-03-28,Barisal,Confirmed Cases,80.0
2021-03-29,Barisal,Confirmed Cases,80.0
2021-03-30,Barisal,Confirmed Cases,69.0
2021-03-31,Barisal,Confirmed Cases,82.0
2021-04-01,Barisal,Confirmed Cases,113.0
2021-04-02,Barisal,Confirmed Cases,89.0
2021-04-03,Barisal,Confirmed Cases,120.0
2021-04-04,Barisal,Confirmed Cases,120.0
2021-04-05,Barisal,Confirmed Cases,155.0
2021-04-06,Barisal,Confirmed Cases,155.0
2021-04-07,Barisal,Confirmed Cases,155.0
2021-04-08,Barisal,Confirmed Cases,104.0
2021-04-09,Barisal,Confirmed Cases,111.0
2021-04-10,Barisal,Confirmed Cases,121.0
2021-04-11,Barisal,Confirmed Cases,150.0
2021-04-12,Barisal,Confirmed Cases,109.0
2021-04-13,Barisal,Confirmed Cases,143.0
2021-04-14,Barisal,Confirmed Cases,107.0
2021-04-15,Barisal,Confirmed Cases,66.0
2021-04-16,Barisal,Confirmed Cases,115.0
2021-04-17,Barisal,Confirmed Cases,135.0
2021-04-18,Barisal,Confirmed Cases,155.0
2021-04-19,Barisal,Confirmed Cases,99.0
2021-04-20,Barisal,Confirmed Cases,150.0
2021-04-21,Barisal,Confirmed Cases,126.0
2021-04-22,Barisal,Confirmed Cases,82.0
2021-04-23,Barisal,Confirmed Cases,92.0
2021-04-24,Barisal,Confirmed Cases,91.0
2021-04-25,Barisal,Confirmed Cases,77.0
2021-04-26,Barisal,Confirmed Cases,83.0
2021-04-27,Barisal,Confirmed Cases,95.0
2021-04-28,Barisal,Confirmed Cases,81.0
2021-04-29,Barisal,Confirmed Cases,58.0
2021-04-30,Barisal,Confirmed Cases,57.0
2021-05-01,Barisal,Confirmed Cases,62.0
2021-05-02,Barisal,Confirmed Cases,83.0
2021-05-03,Barisal,Confirmed Cases,49.0
2021-05-04,Barisal,Confirmed Cases,52.0
2021-05-05,Barisal,Confirmed Cases,65.0
2021-05-06,Barisal,Confirmed Cases,33.0
2021-05-07,Barisal,Confirmed Cases,61.0
2021-05-08,Barisal,Confirmed Cases,34.0
2021-05-09,Barisal,Confirmed Cases,26.0
2021-05-10,Barisal,Confirmed Cases,45.0
2021-05-11,Barisal,Confirmed Cases,30.0
2021-05-12,Barisal,Confirmed Cases,38.0
2021-05-13,Barisal,Confirmed Cases,33.0
2021-05-14,Barisal,Confirmed Cases,25.0
2021-05-15,Barisal,Confirmed Cases,10.0
2021-05-16,Barisal,Confirmed Cases,25.0
2021-05-17,Barisal,Confirmed Cases,47.0
2021-05-18,Barisal,Confirmed Cases,32.0
2021-05-19,Barisal,Confirmed Cases,21.0
2021-05-20,Barisal,Confirmed Cases,37.0
2021-05-21,Barisal,Confirmed Cases,28.0
2021-05-22,Barisal,Confirmed Cases,25.0
2021-05-23,Barisal,Confirmed Cases,29.0
2021-05-24,Barisal,Confirmed Cases,55.0
2021-05-25,Barisal,Confirmed Cases,19.0
2021-05-26,Barisal,Confirmed Cases,22.0
2021-05-27,Barisal,Confirmed Cases,47.0
2021-05-28,Barisal,Confirmed Cases,130.0
2021-05-29,Barisal,Confirmed Cases,53.0
2021-05-30,Barisal,Confirmed Cases,20.0
2021-05-31,Barisal,Confirmed Cases,54.0
2021-06-01,Barisal,Confirmed Cases,28.0
2021-06-02,Barisal,Confirmed Cases,54.0
2021-06-03,Barisal,Confirmed Cases,78.0
2021-06-04,Barisal,Confirmed Cases,36.0
2021-06-05,Barisal,Confirmed Cases,18.0
2021-06-06,Barisal,Confirmed Cases,36.0
2021-06-07,Barisal,Confirmed Cases,48.0
2021-06-08,Barisal,Confirmed Cases,53.0
2021-06-09,Barisal,Confirmed Cases,26.0
2021-06-10,Barisal,Confirmed Cases,26.0
2021-06-11,Barisal,Confirmed Cases,28.0
2021-06-12,Barisal,Confirmed Cases,36.0
2021-06-13,Barisal,Confirmed Cases,52.0
2021-06-14,Barisal,Confirmed Cases,26.0
2021-06-15,Barisal,Confirmed Cases,45.0
2021-06-16,Barisal,Confirmed Cases,50.0
2021-06-17,Barisal,Confirmed Cases,65.0
2021-06-18,Barisal,Confirmed Cases,75.0
2021-06-19,Barisal,Confirmed Cases,108.0
2021-06-20,Barisal,Confirmed Cases,95.0
2021-06-21,Barisal,Confirmed Cases,91.0
2021-06-22,Barisal,Confirmed Cases,103.0
2021-06-23,Barisal,Confirmed Cases,116.0
2021-06-24,Barisal,Confirmed Cases,108.0
2021-06-25,Barisal,Confirmed Cases,71.0
2021-06-26,Barisal,Confirmed Cases,139.0
2021-06-27,Barisal,Confirmed Cases,155.0
2021-06-28,Barisal,Confirmed Cases,155.0
2021-06-29,Barisal,Confirmed Cases,155.0
2021-06-30,Barisal,Confirmed Cases,155.0
2021-07-01,Barisal,Confirmed Cases,155.0
2021-07-02,Barisal,Confirmed Cases,2.0
2020-03-06,Barisal,Case Rate,7.0
2020-03-08,Barisal,Case Rate,13.0
2020-03-09,Barisal,Case Rate,13.63157894736842
2020-03-18,Barisal,Case Rate,14.263157894736842
2020-03-19,Barisal,Case Rate,14.894736842105264
2020-03-20,Barisal,Case Rate,15.526315789473683
2020-03-21,Barisal,Case Rate,16.157894736842106
2020-03-22,Barisal,Case Rate,16.789473684210527
2020-03-23,Barisal,Case Rate,17.421052631578945
2020-03-24,Barisal,Case Rate,18.05263157894737
2020-03-25,Barisal,Case Rate,18.684210526315788
2020-03-26,Barisal,Case Rate,19.31578947368421
2020-03-27,Barisal,Case Rate,19.94736842105263
2020-03-31,Barisal,Case Rate,20.57894736842105
2020-04-01,Barisal,Case Rate,21.210526315789476
2020-04-03,Barisal,Case Rate,21.84210526315789
2020-04-04,Barisal,Case Rate,22.473684210526315
2020-04-05,Barisal,Case Rate,23.105263157894736
2020-04-06,Barisal,Case Rate,23.73684210526316
2020-04-07,Barisal,Case Rate,24.36842105263158
2020-04-08,Barisal,Case Rate,25.0
2020-04-09,Barisal,Case Rate,21.0
2020-04-10,Barisal,Case Rate,17.0
2020-04-11,Barisal,Case Rate,13.0
2020-04-12,Barisal,Case Rate,35.0
2020-04-13,Barisal,Case Rate,46.52130711819969
2020-04-14,Barisal,Case Rate,44.0
2020-04-15,Barisal,Case Rate,13.0
2020-04-16,Barisal,Case Rate,38.0
2020-04-17,Barisal,Case Rate,40.0
2020-04-18,Barisal,Case Rate,22.0
2020-04-19,Barisal,Case Rate,46.52130711819969
2020-04-20,Barisal,Case Rate,36.0
2020-04-21,Barisal,Case Rate,27.0
2020-04-22,Barisal,Case Rate,29.0
2020-04-23,Barisal,Case Rate,33.0
2020-04-24,Barisal,Case Rate,46.52130711819969
2020-04-25,Barisal,Case Rate,29.0
2020-04-26,Barisal,Case Rate,29.0
2020-04-27,Barisal,Case Rate,15.0
2020-04-28,Barisal,Case Rate,25.0
2020-04-29,Barisal,Case Rate,30.0
2020-04-30,Barisal,Case Rate,5.0
2020-05-01,Barisal,Case Rate,3.0
2020-05-02,Barisal,Case Rate,8.0
2020-05-03,Barisal,Case Rate,6.0
2020-05-04,Barisal,Case Rate,8.0
2020-05-05,Barisal,Case Rate,3.0
2020-05-06,Barisal,Case Rate,3.0
2020-05-07,Barisal,Case Rate,13.0
2020-05-08,Barisal,Case Rate,23.0
2020-05-09,Barisal,Case Rate,6.0
2020-05-10,Barisal,Case Rate,9.0
2020-05-11,Barisal,Case Rate,30.0
2020-05-12,Barisal,Case Rate,7.0
2020-05-13,Barisal,Case Rate,6.5
2020-05-14,Barisal,Case Rate,6.0
2020-05-15,Barisal,Case Rate,5.5
2020-05-16,Barisal,Case Rate,5.0
2020-05-17,Barisal,Case Rate,5.0
2020-05-18,Barisal,Case Rate,13.0
2020-05-19,Barisal,Case Rate,17.0
2020-05-20,Barisal,Case Rate,2.0
2020-05-21,Barisal,Case Rate,10.0
2020-05-22,Barisal,Case Rate,12.0
2020-05-23,Barisal,Case Rate,3.0
2020-05-24,Barisal,Case Rate,17.0
2020-05-25,Barisal,Case Rate,22.0
2020-05-26,Barisal,Case Rate,9.0
2020-05-27,Barisal,Case Rate,6.0
2020-05-28,Barisal,Case Rate,10.0
2020-05-29,Barisal,Case Rate,14.0
2020-05-30,Barisal,Case Rate,19.0
2020-05-31,Barisal,Case Rate,21.0
2020-06-01,Barisal,Case Rate,14.0
2020-06-02,Barisal,Case Rate,16.0
2020-06-03,Barisal,Case Rate,11.0
2020-06-04,Barisal,Case Rate,14.0
2020-06-05,Barisal,Case Rate,13.0
2020-06-06,Barisal,Case Rate,16.0
2020-06-07,Barisal,Case Rate,9.0
2020-06-08,Barisal,Case Rate,42.0
2020-06-09,Barisal,Case Rate,25.0
2020-06-10,Barisal,Case Rate,38.0
2020-06-11,Barisal,Case Rate,36.0
2020-06-12,Barisal,Case Rate,22.0
2020-06-13,Barisal,Case Rate,16.0
2020-06-14,Barisal,Case Rate,32.0
2020-06-15,Barisal,Case Rate,19.0
2020-06-16,Barisal,Case Rate,22.0
2020-06-17,Barisal,Case Rate,42.0
2020-06-18,Barisal,Case Rate,33.0
2020-06-19,Barisal,Case Rate,35.0
2020-06-20,Barisal,Case Rate,46.52130711819969
2020-06-21,Barisal,Case Rate,37.0
2020-06-22,Barisal,Case Rate,34.0
2020-06-23,Barisal,Case Rate,27.0
2020-06-24,Barisal,Case Rate,29.0
2020-06-25,Barisal,Case Rate,30.0
2020-06-26,Barisal,Case Rate,19.0
2020-06-27,Barisal,Case Rate,24.0
2020-06-28,Barisal,Case Rate,23.0
2020-06-29,Barisal,Case Rate,26.0
2020-06-30,Barisal,Case Rate,21.0
2020-07-01,Barisal,Case Rate,26.0
2020-07-02,Barisal,Case Rate,18.0
2020-07-03,Barisal,Case Rate,20.0
2020-07-04,Barisal,Case Rate,31.0
2020-07-05,Barisal,Case Rate,25.0
2020-07-06,Barisal,Case Rate,34.0
2020-07-07,Barisal,Case Rate,30.0
2020-07-08,Barisal,Case Rate,27.0
2020-07-09,Barisal,Case Rate,29.0
2020-07-10,Barisal,Case Rate,30.0
2020-07-11,Barisal,Case Rate,31.0
2020-07-12,Barisal,Case Rate,25.0
2020-07-13,Barisal,Case Rate,23.0
2020-07-14,Barisal,Case Rate,27.0
2020-07-15,Barisal,Case Rate,27.0
2020-07-16,Barisal,Case Rate,31.0
2020-07-17,Barisal,Case Rate,33.0
2020-07-18,Barisal,Case Rate,33.0
2020-07-19,Barisal,Case Rate,30.0
2020-07-20,Barisal,Case Rate,35.0
2020-07-21,Barisal,Case Rate,25.0
2020-07-22,Barisal,Case Rate,32.0
2020-07-23,Barisal,Case Rate,20.0
2020-07-24,Barisal,Case Rate,28.0
2020-07-25,Barisal,Case Rate,14.0
2020-07-26,Barisal,Case Rate,46.52130711819969
2020-07-27,Barisal,Case Rate,33.0
2020-07-28,Barisal,Case Rate,20.0
2020-07-29,Barisal,Case Rate,31.0
2020-07-30,Barisal,Case Rate,24.0
2020-07-31,Barisal,Case Rate,25.0
2020-08-01,Barisal,Case Rate,15.0
2020-08-02,Barisal,Case Rate,24.0
2020-08-03,Barisal,Case Rate,31.0
2020-08-04,Barisal,Case Rate,25.0
2020-08-05,Barisal,Case Rate,16.0
2020-08-06,Barisal,Case Rate,26.0
2020-08-07,Barisal,Case Rate,22.0
2020-08-08,Barisal,Case Rate,18.0
2020-08-09,Barisal,Case Rate,30.0
2020-08-10,Barisal,Case Rate,25.0
2020-08-11,Barisal,Case Rate,22.0
2020-08-12,Barisal,Case Rate,23.0
2020-08-13,Barisal,Case Rate,20.0
2020-08-14,Barisal,Case Rate,25.0
2020-08-15,Barisal,Case Rate,21.0
2020-08-16,Barisal,Case Rate,19.0
2020-08-17,Barisal,Case Rate,20.0
